X,Y,OBJECTID,NCESID,NAME,ADDRESS,CITY,STATE,ZIP,ZIP4,TELEPHONE,TYPE,STATUS,POPULATION,COUNTY,COUNTYFIPS,COUNTRY,LATITUDE,LONGITUDE,NAICS_CODE,NAICS_DESC,SOURCE,SOURCEDATE,VAL_METHOD,VAL_DATE,WEBSITE,LEVEL_,ENROLLMENT,ST_GRADE,END_GRADE,DISTRICTID,FT_TEACHER,SHELTER_ID
-13684095.38,4974867.495,20,69104413934,TRINITY COUNTY COMMUNITY,333 TOM BELL RD.,WEAVERVILLE,CA,96093,NOT AVAILABLE,(530) 623-2861,4,1,-999,TRINITY,6105,USA,40.74544799,-122.9263203,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=069104413934,10/23/2018 0:00,IMAGERY/OTHER,10/25/2018 0:00,http://www.tcoek12.org,OTHER,0,KG,12,691044,-999,NOT AVAILABLE
-13601580.26,4547502.442,21,69105113887,OAKLAND UNITY MIDDLE,7200 BANCROFT AVE.,OAKLAND,CA,94605,2403,(510) 969-5302,1,1,186,ALAMEDA,6001,USA,37.77367223,-122.1850744,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=069105113887,10/23/2018 0:00,IMAGERY/OTHER,10/25/2018 0:00,http://www.unitymiddle.org,MIDDLE,179,6,8,691051,7,NOT AVAILABLE
-13228185.08,4049728.088,109,60994013111,ACADEMY OF ARTS AND SCIENCES: SONOMA,850 HAMPSHIRE RD. STE. P,THOUSAND OAKS,CA,91361,2851,(855) 937-4227,1,2,-999,VENTURA,6111,USA,34.15570109,-118.8308084,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060994013111,5/8/2015 0:00,IMAGERY/OTHER,5/21/2015 0:00,http://www.aascalifornia.org,NOT REPORTED,-999,M,M,609940,-999,NOT AVAILABLE
-13649398.18,4686080.382,136,62475013769,CALIFORNIA CONNECTIONS ACADEMY @ NORTH BAY,20932 BIG CANYON RD.,MIDDLETOWN,CA,95461,7721,(949) 306-8498,1,1,176,LAKE,6033,USA,38.75109403,-122.61463,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062475013769,10/25/2017 0:00,IMAGERY/OTHER,2/14/2018 0:00,http://www.connectionsacademy.com/calcan,OTHER,172,KG,12,624750,4,NOT AVAILABLE
-13138173.98,4049124.559,196,60000113867,METHOD SCHOOLS K-8,317 E. FOOTHILL BLVD.,ARCADIA,CA,91006,1848,(760) 224-0758,1,1,20,LOS ANGELES,6037,USA,34.15121452,-118.0222249,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060000113867,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://methodschools.org/,ELEMENTARY,19,KG,8,600001,1,NOT AVAILABLE
-13563501.13,4539813.671,198,60001913862,J. M. AMADOR ELEMENTARY,2100 E. CANTARA DR.,DUBLIN,CA,94568,6700,(925) 307-1950,1,1,1007,ALAMEDA,6001,USA,37.71905709,-121.8430037,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060001913862,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://www.dublinusd.org,ELEMENTARY,968,KG,5,600019,39,NOT AVAILABLE
-13007737.08,3866343.082,199,61071013913,INSPIRE CHARTER - SOUTH,4612 DEHESA RD.,EL CAJON,CA,92019,2922,(626) 932-1802,1,1,4325,SAN DIEGO,6073,USA,32.78154196,-116.8504903,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061071013913,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://www.inspireschools.org,OTHER,4183,KG,12,610710,142,NOT AVAILABLE
-13447448,4512759.119,200,61104013930,DENAIR ELEMENTARY CHARTER ACADEMY,3773 MADERA AVE.,DENAIR,CA,95316,9428,(209) 632-8887,1,1,576,STANISLAUS,6099,USA,37.52656209,-120.8004807,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061104013930,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://www.dusd.k12.ca.us/deca,ELEMENTARY,557,KG,5,611040,19,NOT AVAILABLE
-13162377.39,4017454.166,202,60962013944,COMPTON EARLY COLLEGE HIGH,2601 N. WILMINGTON AVE.,COMPTON,CA,90222,2004,(310) 898-6080,1,1,246,LOS ANGELES,6037,USA,33.91544625,-118.2396478,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060962013944,10/23/2018 0:00,IMAGERY/OTHER,4/6/2020 0:00,http://www.compton.k12.ca.us,HIGH,237,9,12,609620,9,NOT AVAILABLE
-13535853.89,4742465.052,251,60726008436,CORE CHARTER,321 16TH ST.,MARYSVILLE,CA,95901,5122,(530) 742-2786,1,1,463,YUBA,6115,USA,39.1450149,-121.5946443,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060726008436,1/29/2010 0:00,IMAGERY/OTHER,10/31/2017 0:00,http://www.corecharter.org,OTHER,443,KG,12,607260,20,NOT AVAILABLE
-13034394.22,3912243.933,256,63432013053,EPIPHANY PREP CHARTER,6785 IMPERIAL AVE.,SAN DIEGO,CA,92114,4317,(619) 677-2180,1,1,296,SAN DIEGO,6073,USA,33.12753177,-117.0899555,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=063432013053,5/8/2015 0:00,IMAGERY/OTHER,9/18/2019 0:00,http://www.epiphanyprep.org,ELEMENTARY,285,KG,8,634320,11,NOT AVAILABLE
-13471521.09,4757339.098,257,69102308230,JOHN MUIR CHARTER,117 NEW MOHAWK DR. STE. F,GRASS VALLEY,CA,95959,NOT AVAILABLE,(530) 272-4008,1,1,944,NEVADA,6057,USA,39.24856445,-121.0167329,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=069102308230,1/29/2010 0:00,IMAGERY/OTHER,12/12/2019 0:00,NOT AVAILABLE,HIGH,893,9,12,691023,51,NOT AVAILABLE
-13820297.13,4983077.225,298,60010010802,HUMBOLDT COUNTY ROP,901 MYRTLE AVE.,EUREKA,CA,95501,1219,(707) 445-7018,3,1,-999,HUMBOLDT,6023,USA,40.80129821,-124.1498414,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060010010802,1/29/2010 0:00,IMAGERY/OTHER,8/23/2010 0:00,http://www.humboldt.k12.ca.us/,HIGH,0,10,12,600100,-999,NOT AVAILABLE
-13028273.22,3914402.162,313,61288013863,QUANTUM ACADEMY,420 N. FALCONER RD.,ESCONDIDO,CA,92027,5331,(760) 432-2220,1,1,328,SAN DIEGO,6073,USA,33.14376662,-117.0349696,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061288013863,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://www.eusd.org,MIDDLE,318,4,8,612880,10,NOT AVAILABLE
-13617932.97,4918123.169,314,61317013933,EVERGREEN INSTITUTE OF EXCELLENCE,19500 LRNG WAY,COTTONWOOD,CA,96022,9602,(530) 347-3411,1,1,109,TEHAMA,6103,USA,40.35813765,-122.3319732,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061317013933,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://www.evergreenusd.com,OTHER,102,KG,12,613170,7,NOT AVAILABLE
-13052745.01,3945840.258,315,61350013914,MAIE ELLIS ELEMENTARY,400 W. ELDER ST.,FALLBROOK,CA,92028,2108,(760) 731-4132,4,1,602,SAN DIEGO,6073,USA,33.37991258,-117.2548035,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061350013914,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://mee.fuesd.org/,ELEMENTARY,579,KG,6,613500,23,NOT AVAILABLE
-13022238.26,3871094.893,316,61623013915,IDEA CENTER,1600 N. CUYAMACA ST.,EL CAJON,CA,92020,1187,(619) 956-4332,4,1,174,SAN DIEGO,6073,USA,32.8174228,-116.9807566,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061623013915,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://www.guhsd.net/our-schools/idea,HIGH,160,9,12,616230,14,NOT AVAILABLE
-13019681.84,3992826.239,317,61692013907,ASPIRE COMMUNITY DAY,26866 SAN JACINTO ST.,HEMET,CA,92544,7293,(951) 929-3071,4,1,102,RIVERSIDE,6065,USA,33.73165296,-116.9577919,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=061692013907,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://www.hemetusd.org,HIGH,90,7,12,616920,12,NOT AVAILABLE
-13139898.41,4007475.523,318,60263000177,JOHN F. KENNEDY HIGH,8281 WALKER ST.,LA PALMA,CA,90623,2126,(714) 220-4101,1,1,2558,ORANGE,6059,USA,33.84102524,-118.0377157,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060263000177,10/13/2009 0:00,IMAGERY/OTHER,6/4/2010 0:00,http://www.kennedyhigh.org,HIGH,2471,9,12,602630,87,10818009
-13476358.24,4672210.895,319,60627013748,RISING SUN MONTESSORI,7006 ROSSMORE LN.,EL DORADO HILLS,CA,95762,7126,(916) 936-2333,1,1,112,EL DORADO,6017,USA,38.65386225,-121.0601858,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060627013748,10/25/2017 0:00,IMAGERY/OTHER,2/14/2018 0:00,http://www.risingsunmontessori.org,ELEMENTARY,108,KG,8,606270,4,NOT AVAILABLE
-13169611.48,4052791.906,320,60645008013,BURBANK USD COMMUNITY DAY,223 E. SANTA ANITA AVE.,BURBANK,CA,91502,1447,(818) 558-4693,4,1,25,LOS ANGELES,6037,USA,34.17847349,-118.3046328,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060645008013,10/13/2009 0:00,IMAGERY/OTHER,2/12/2016 0:00,NOT AVAILABLE,HIGH,21,7,12,606450,4,NOT AVAILABLE
-13649616.45,4712143.166,321,62007013894,KONOCTI EDUCATION CENTER,15850-A DAM RD. EXTENTION,CLEARLAKE,CA,95422,NOT AVAILABLE,(707) 994-6447,4,1,407,LAKE,6033,USA,38.93344882,-122.6165908,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062007013894,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://konoctiusd.org/,OTHER,391,4,12,620070,16,NOT AVAILABLE
-13506530.69,4579785.954,322,62169013919,JOHN MCCANDLESS CHARTER,1700 PORTER WAY,STOCKTON,CA,95207,4129,(209) 953-8712,1,1,380,SAN JOAQUIN,6077,USA,38.00254933,-121.3312296,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062169013919,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://www.lusd.net/,ELEMENTARY,366,KG,8,621690,14,NOT AVAILABLE
-13254473.88,4075759.336,323,60142106109,ISBELL MIDDLE,221 S. FOURTH ST.,SANTA PAULA,CA,93060,3301,(805) 933-8880,1,1,1343,VENTURA,6111,USA,34.34898749,-119.0669647,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060142106109,1/5/2016 0:00,IMAGERY/OTHER,1/19/2016 0:00,http://www.santapaulaunified.org,MIDDLE,1286,6,8,601421,57,NOT AVAILABLE
-13054871.81,3899481.72,324,60747000706,ADA W. HARRIS ELEMENTARY,1508 WINDSOR RD.,CARDIFF-BY-THE-SEA,CA,92007,1356,(760) 632-5894,1,1,374,SAN DIEGO,6073,USA,33.03146921,-117.2739087,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060747000706,12/10/2009 0:00,IMAGERY/OTHER,2/23/2016 0:00,NOT AVAILABLE,ELEMENTARY,357,3,6,607470,17,NOT AVAILABLE
-13543894.75,4849200.849,325,60837012233,FOREST RANCH CHARTER,15815 CEDAR CREEK RD.,FOREST RANCH,CA,95942,NOT AVAILABLE,(530) 891-3154,1,1,138,BUTTE,6007,USA,39.88469678,-121.6668766,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060837012233,9/30/2011 0:00,IMAGERY/OTHER,5/28/2013 0:00,http://www.forestranchcharter.org,ELEMENTARY,131,KG,8,608370,7,NOT AVAILABLE
-13146460.3,4005348.232,326,62250013943,HELEN KELLER MIDDLE,7020 E. BRITTAIN ST.,LONG BEACH,CA,90808,2301,(562) 421-8851,1,1,301,LOS ANGELES,6037,USA,33.82515145,-118.0966622,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062250013943,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,NOT AVAILABLE,MIDDLE,291,6,8,622500,10,NOT AVAILABLE
-13155834.81,4034106.142,327,62271013851,COLLEGIATE CHARTER HIGH OF LOS ANGELES,312 N. RECORD AVE.,LOS ANGELES,CA,90063,1824,(213) 304-7077,1,1,145,LOS ANGELES,6037,USA,34.03949253,-118.1808749,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271013851,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,NOT AVAILABLE,HIGH,136,9,12,622710,9,NOT AVAILABLE
-13170132.65,4030434.683,328,62271013868,PUBLIC POLICY CHARTER,1701 BROWNING BLVD.,LOS ANGELES,CA,90062,1302,(323) 205-7920,1,1,145,LOS ANGELES,6037,USA,34.01215813,-118.3093145,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271013868,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://publicpolicycharterschool.org,MIDDLE,139,5,8,622710,6,NOT AVAILABLE
-13166642.82,4028285.918,329,62271013881,SUMMIT PREPARATORY CHARTER,644 56TH ST.,LOS ANGELES,CA,90011,4660,(323) 680-0107,1,1,188,LOS ANGELES,6037,USA,33.99615626,-118.2779649,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271013881,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://summitprep.org,MIDDLE,177,4,8,622710,11,NOT AVAILABLE
-13164216.18,4022574.029,330,62271013883,KIPP IGNITE ACADEMY,9110 S. CENTRAL AVE.,LOS ANGELES,CA,90002,1743,(323) 486-6402,1,1,361,LOS ANGELES,6037,USA,33.95360513,-118.2561659,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271013883,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://kippla.org/ignite,ELEMENTARY,347,KG,4,622710,14,NOT AVAILABLE
-13157940.31,4038225.021,331,62271013898,EDNOVATE - EAST COLLEGE PREP,3825 N. MISSION RD.,LOS ANGELES,CA,90031,3137,(323) 285-1441,1,1,299,LOS ANGELES,6037,USA,34.07014754,-118.1997889,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271013898,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://ednovate.org,HIGH,284,9,12,622710,15,NOT AVAILABLE
-13176467.57,4059923.397,332,62271013900,FENTON CHARTER LEADERSHIP ACADEMY,8926 SUNLAND BLVD.,SUN VALLEY,CA,91352,2843,(818) 962-3636,1,1,300,LOS ANGELES,6037,USA,34.23145586,-118.3662221,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271013900,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,NOT AVAILABLE,ELEMENTARY,288,KG,5,622710,12,NOT AVAILABLE
-13171610.61,4030832.748,334,62271013902,LIBERTAS COLLEGE PREPARATORY CHARTER,3875 DUBLIN AVE.,LOS ANGELES,CA,90008,1945,(424) 289-5818,1,1,230,LOS ANGELES,6037,USA,34.01512219,-118.3225913,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271013902,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://libertascollegeprep.org,MIDDLE,220,4,8,622710,10,NOT AVAILABLE
-13184516.73,4067500.588,335,62271013947,PUC NUEVA ESPERANZA CHARTER ACADEMY,1218 N. FOURTH ST.,SAN FERNANDO,CA,91340,2314,(818) 256-1951,1,1,562,LOS ANGELES,6037,USA,34.28771299,-118.4385289,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271013947,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://pucschools.org,HIGH,541,6,12,622710,21,NOT AVAILABLE
-13602483.08,4761882.002,336,62415013945,MAXWELL MIDDLE,146 N. ST.,MAXWELL,CA,95955,788,(530) 438-2401,1,1,73,COLUSA,6011,USA,39.28016064,-122.1931845,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062415013945,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://maxwell.k12.ca.us,MIDDLE,71,6,8,624150,2,NOT AVAILABLE
-13412229.74,4484824.951,337,62460013885,RUDOLPH RIVERA ELEMENTARY,945 BUENA VISTA DR.,MERCED,CA,95348,2302,(209) 385-6680,1,1,704,MERCED,6047,USA,37.327286,-120.4841097,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062460013885,10/23/2018 0:00,IMAGERY/OTHER,10/24/2018 0:00,http://www.mcsd.k12.ca.us,ELEMENTARY,678,KG,6,624600,26,NOT AVAILABLE
-13180833.05,4065273.215,338,62271013897,BERT CORONA CHARTER HIGH,12513 GAIN ST.,PACOIMA,CA,91331,1628,(818) 480-6810,1,1,213,LOS ANGELES,6037,USA,34.27117968,-118.4054379,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271013897,10/23/2018 0:00,IMAGERY/OTHER,2/14/2019 0:00,NOT AVAILABLE,HIGH,203,9,12,622710,10,NOT AVAILABLE
-13088681.91,4012585.41,356,60985011708,ORANGE GROVE HIGH,300 BUENA VISTA AVE.,CORONA,CA,92882,1937,(951) 736-3339,4,1,143,RIVERSIDE,6065,USA,33.87914304,-117.5776301,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=060985011708,1/29/2010 0:00,IMAGERY/OTHER,5/28/2010 0:00,http://www.cnusd.k12.ca.us/oghs,HIGH,131,9,12,609850,12,NOT AVAILABLE
-13192053.94,4057449.573,373,62271003368,STAGG STREET ELEMENTARY,7839 AMESTOY AVE.,VAN NUYS,CA,91406,1602,(818) 881-9850,1,1,443,LOS ANGELES,6037,USA,34.21308072,-118.5062369,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271003368,10/13/2009 0:00,IMAGERY/OTHER,2/15/2016 0:00,http://www.staggstreetschool.com,ELEMENTARY,423,KG,5,622710,20,NOT AVAILABLE
-13157218.58,4032300.399,374,62271003372,ROBERT LOUIS STEVENSON MIDDLE,725 S. INDIANA ST.,LOS ANGELES,CA,90023,1840,(323) 780-6400,1,1,1286,LOS ANGELES,6037,USA,34.02604969,-118.1933055,611110,ELEMENTARY AND SECONDARY SCHOOLS,http://nces.ed.gov/GLOBALLOCATOR/sch_info_popup.asp?Type=Public&ID=062271003372,10/13/2009 0:00,IMAGERY/OTHER,2/12/2016 0:00,http://www.lausd.k12.ca.us/Stevenson_MS,MIDDLE,1230,6,8,622710,56,10790299
