month_date_yyyymm,postal_code,zip_name,nielsen_hh_rank,hotness_rank,hotness_rank_mm,hotness_rank_yy,hotness_score,supply_score,demand_score,median_days_on_market,median_days_on_market_mm,median_dom_mm_day,median_days_on_market_yy,median_dom_yy_day,median_dom_vs_us,ldpviews_per_property_mm,ldpviews_per_property_yy,ldpviews_per_property_vs_us,median_listing_price,median_listing_price_mm,median_listing_price_yy,median_listing_price_vs_us
201811,94619,"oakland, ca",4588,732,-252,-217,89.521457,97.62889781,81.41401667,31.5,0.7027,13,0.1667,4.5,-40,-0.0854,-0.1292,1.4797,712550,0.0556,0.1699,2.389
201811,94706,"albany, ca",5769,193,-11,,95.492436,97.17196666,93.81290522,32.5,0.2745,7,0.6667,13,-39,0.0081,0.0826,2.0244,699050,0.0441,-0.3908,2.3438
201811,94606,"oakland, ca",1717,4115,-2376,,70.17598,94.1648657,46.18709478,37,0.2982,8.5,0.8049,16.5,-34.5,-0.2987,-0.3864,0.878,662500,0.0771,-0.0461,2.2212
201811,94801,"richmond, ca",4554,4608,1639,-3248,67.835752,83.51960482,52.15189873,47,-0.1048,-5.5,0.0682,3,-24.5,0.0086,-0.3938,0.9512,627050,-0.1346,0.5313,2.1023
201811,94086,"sunnyvale, ca",635,5446,48,,63.880827,96.87557888,30.88607595,33,0.5,11,0.0154,0.5,-38.5,0,-0.6332,0.6829,1737550,0.0739,0.0941,5.8258
201811,94022,"los altos, ca",6036,3533,-2157,-941,72.883606,72.45446125,73.31275085,55.5,0.4605,17.5,-0.0089,-0.5,-16,-0.1543,-0.1359,1.2927,5949050,0.0535,-0.1671,19.947
201811,94517,"clayton, ca",8461,735,-534,,89.465885,85.94010497,92.99166409,45,0.3846,12.5,0.0345,1.5,-26.5,-0.1655,-0.2531,1.9675,842000,-0.0077,-0.0566,2.8231
201811,94597,"walnut creek, ca",3891,430,849,-237,92.488422,90.00926212,94.96758259,41.5,0.1216,4.5,0.0921,3.5,-30,0.3883,-0.3619,2.122,799050,0.0025,-0.09,2.6791
201811,94708,"berkeley, ca",8358,38,22,,98.481013,98.2278481,98.73417722,30,0.0909,2.5,-0.1781,-6.5,-41.5,0.0557,-0.2667,2.7724,1305050,-0.0129,0.0038,4.3757
201811,94509,"antioch, ca",384,772,68,-630,89.184934,94.59092312,83.77894412,36.5,0.1406,4.5,0.2373,7,-35,-0.0206,-0.3426,1.5447,436799.5,0.0784,0.1001,1.4644
201811,94550,"livermore, ca",864,522,-339,-402,91.614696,86.6934239,96.53596789,44.5,0.3906,12.5,0.2535,9,-27,-0.0308,-0.3372,2.3008,839050,-0.0323,-0.075,2.8132
201811,94806,"san pablo, ca",573,652,-21,276,90.280951,99.35782649,81.20407533,26,-0.0877,-2.5,-0.3418,-13.5,-45.5,-0.0859,-0.1171,1.4715,484050,-0.0301,0.032,1.6229
201811,94546,"castro valley, ca",1110,73,-27,-51,97.653597,96.87557888,98.4316147,33,0.2,5.5,0.2453,6.5,-38.5,-0.0838,-0.3414,2.6667,819050,0.0239,0.0713,2.7461
201811,94605,"oakland, ca",1418,1171,253,-858,85.964804,96.53596789,75.39364001,33.5,-0.0694,-2.5,0.2642,7,-38,-0.0787,-0.3021,1.3333,650025,-0.0497,0.0924,2.1794
201811,95117,"san jose, ca",3304,4580,215,,67.987033,99.76535968,36.20870639,22.5,0.0465,1,-0.4231,-16.5,-49,-0.0213,-0.3521,0.748,1114490,-0.2011,-0.158,3.7367
201811,95051,"santa clara, ca",416,4338,578,-4240,69.160235,99.35782649,38.96264279,26,0.1304,3,0.4054,7.5,-45.5,0.0435,-0.6571,0.7805,1393550,0.0254,0.0593,4.6724
201811,94544,"hayward, ca",242,842,-286,-609,88.474838,97.42513121,79.52454461,32,0.0667,2,-0.1467,-5.5,-39.5,-0.1546,-0.4745,1.4228,669494,0.0307,0.0711,2.2446
201811,94609,"oakland, ca",4363,850,597,162,88.406916,96.87557888,79.93825255,33,0.6098,12.5,0.0476,1.5,-38.5,0.1274,-0.0167,1.439,900050,0.0601,0.1264,3.0177
201811,94588,"pleasanton, ca",3268,713,352,-185,89.675826,91.53442421,87.81722754,40,0.0959,3.5,-0.0909,-4,-31.5,0.0508,-0.3123,1.6829,1111550,-0.0331,-0.0691,3.7269
201811,94526,"danville, ca",2987,404,72,-157,92.794072,93.2510034,92.33714109,38,0.0133,0.5,-0.013,-0.5,-33.5,-0.0856,-0.3436,1.9106,1399450,0.0561,-0.0349,4.6922
201811,94804,"richmond, ca",1901,2782,-1106,-1707,76.610065,96.53596789,56.68416178,33.5,0.675,13.5,0.2182,6,-38,-0.1667,-0.2733,1.0163,500050,-0.0384,0.1696,1.6765
201811,94568,"dublin, ca",1043,661,-73,-454,90.200679,95.00463106,85.39672738,36,0.3333,9,0.3091,8.5,-35.5,-0.0101,-0.2374,1.5935,876550,-0.0318,-0.1279,2.9389
201811,94601,"oakland, ca",1526,2460,544,-778,78.184625,91.98518061,64.38406916,39.5,-0.0247,-1,0.197,6.5,-32,-0.0476,-0.085,1.1382,560050,-0.0658,0.0156,1.8777
201811,94523,"pleasant hill, ca",2019,431,-200,-412,92.466811,90.00926212,94.92435937,41.5,0.2769,9,0.6939,17,-30,-0.0511,-0.3765,2.1138,779050,0.0373,0.082,2.612
201811,94610,"oakland, ca",1626,981,-388,-935,87.40352,99.17875888,75.62828033,27,0.5882,10,0.5,9,-44.5,-0.1361,-0.4923,1.3415,784550,-0.0181,-0.0627,2.6304
201811,94507,"alamo, ca",7738,961,-495,1107,87.56715,77.72769373,97.40660698,51.5,0.2875,11.5,-0.1825,-11.5,-20,0.0135,0.0274,2.439,2249500,-0.0217,-0.03,7.5424
201811,94545,"hayward, ca",4571,1267,-236,-1110,85.310281,96.53596789,74.08459401,33.5,0.1754,5,0.0806,2.5,-38,-0.0852,-0.4505,1.3089,699050,0.0287,-0.0451,2.3438
201811,94303,"palo alto, ca",2385,2978,195,-2723,75.575795,96.30750232,54.84408768,34,0.1333,4,0.0968,3,-37.5,-0.024,-0.5271,0.9919,1196550,-0.0013,0.0127,4.0119
201811,94028,"portola valley, ca",11414,10109,1665,-4899,40.9046,44.40259339,37.40660698,78.5,-0.178,-17,0.7444,33.5,7,-0.06,0,0.7642,3595050,-0.0967,-0.2011,12.0541
201811,95128,"san jose, ca",2246,6419,-176,,59.237419,97.17196666,21.30287126,32.5,0.0656,2,0.7105,13.5,-39,-0.1266,-0.8099,0.561,1174050,0.0213,0.112,3.9364
201811,94043,"mountain view, ca",2380,6100,-1079,,60.771843,95.41833899,26.12534733,35.5,0.3922,10,0.127,4,-36,-0.163,-0.6419,0.626,1594610.5,0.0327,0.3439,5.3466
201811,94531,"antioch, ca",2632,1775,-481,-1424,82.074714,91.98518061,72.16424822,39.5,0.0822,3,0.2154,7,-32,-0.1568,-0.3659,1.2683,534050,-0.0107,0.0788,1.7905
201811,94607,"oakland, ca",3432,3258,3365,390,74.025934,97.85736338,50.19450448,31,-0.3261,-15,-0.2152,-8.5,-40.5,0.1633,0,0.9268,699050,-6.00E-04,-0.049,2.3438
201811,94553,"martinez, ca",700,191,26,21,95.51096,94.1648657,96.85705465,37,0.1385,4.5,-0.039,-1.5,-34.5,0.0357,-0.2892,2.3577,600500,-0.0761,8.00E-04,2.0133
201811,94541,"hayward, ca",334,1197,-511,-1133,85.794998,95.77029948,75.81969744,35,0.5217,12,0.2963,8,-36.5,-0.1129,-0.5272,1.3415,700000,-0.0071,0.139,2.3469
201811,94551,"livermore, ca",1974,125,38,-35,96.3569,98.2278481,94.48595245,30,-0.0323,-1,-0.1176,-4,-41.5,-0.1084,-0.5611,2.0732,732549.5,0,0.0281,2.4561
201811,94521,"concord, ca",1439,238,907,-191,94.754554,97.42513121,92.08397654,32,-0.2,-8,0.28,7,-39.5,0.1256,-0.3473,1.8943,649300,0.0145,0.0012,2.1769
201811,95129,"san jose, ca",1950,7018,-740,,56.563754,97.62889781,15.49861068,31.5,0.4,9,2,21,-40,-0.1781,-0.7736,0.4878,1576550,-0.0554,-0.0019,5.286
201811,94040,"mountain view, ca",1859,4609,-1272,,67.832664,99.35782649,36.30750232,26,0.2093,4.5,-0.1875,-6,-45.5,-0.2069,-0.3826,0.748,1684490,-0.089,-0.2143,5.6479
201811,94301,"palo alto, ca",5849,4984,-2310,-2702,66.038901,66.77987033,65.29793146,60,0.5,20,0.0435,2.5,-11.5,-0.0719,-0.314,1.1545,4450050,-0.0085,-0.4163,14.9209
201811,94506,"danville, ca",5208,2858,494,177,76.168571,63.42698364,88.91015746,62.5,0.0684,4,-0.0876,-6,-9,0.0761,-0.1203,1.7236,1798450,-5.00E-04,-0.0768,6.03
201811,94580,"san lorenzo, ca",4927,1422,271,-1017,84.059895,92.42976227,75.69002779,39,0.1818,6,0.0833,3,-32.5,0.0123,-0.3452,1.3415,649550,-0.0061,0.0148,2.1778
201811,94542,"hayward, ca",8408,328,320,441,93.522692,93.68941031,93.35597407,37.5,-0.0132,-0.5,-0.026,-1,-34,0.0338,0.1395,1.9919,941525,0.1175,-0.2314,3.1568
201811,94618,"oakland, ca",6117,1130,-505,1124,86.285891,96.53596789,76.03581352,33.5,0.4255,10,-0.3619,-19,-38,-0.1354,-0.0929,1.3496,995050,-0.2748,-0.1389,3.3362
201811,94306,"palo alto, ca",3515,2462,-1434,,78.172275,96.53596789,59.8085829,33.5,0.7179,14,0.0469,1.5,-38,-0.2294,-0.4473,1.065,2450050,-0.0448,-0.2222,8.2149
201811,95050,"santa clara, ca",1758,6794,-156,,57.52084,89.47823402,25.56344551,42,0.1507,5.5,2.5,30,-29.5,-0.0617,-0.6766,0.6179,1249494,0.0547,0.0464,4.1894
201811,94608,"emeryville, ca",1753,3630,340,-1230,72.445199,91.02809509,53.86230318,40.5,0.35,10.5,0.0519,2,-31,0.0811,-0.1429,0.9756,684549.5,-0.0108,-0.0108,2.2951
201811,94582,"san ramon, ca",2023,933,-39,-852,87.792529,90.00926212,85.575795,41.5,0.137,5,0.66,16.5,-30,-0.0437,-0.3645,1.6016,1300047.5,0.0023,0.0711,4.3589
201811,94803,"el sobrante, ca",4742,1494,-373,-1158,83.680148,86.6934239,80.66687249,44.5,0.3284,11,0.1867,7,-27,-0.0272,-0.3652,1.4553,593975,-0.0083,0.0347,1.9914
201811,94705,"berkeley, ca",7574,890,105,-47,88.092004,91.53442421,84.6495832,40,0.1111,4,0.0811,3,-31.5,-0.0202,-0.0443,1.5772,1900050,1.00E-04,0.0863,6.3707
201811,94025,"menlo park, ca",1330,4363,-1546,-3227,69.015128,85.94010497,52.09015128,45,0.4516,14,0.1688,6.5,-26.5,-0.1203,-0.3777,0.9512,2845050,0.0252,-0.1109,9.5393
201811,94519,"concord, ca",6594,546,832,-473,91.401667,93.2510034,89.55233097,38,-0.013,-0.5,0.6522,15,-33.5,0.1368,-0.2987,1.7561,550050,-0.066,-0.0393,1.8442
201811,94577,"san leandro, ca",943,409,-165,-313,92.7385,99.24050633,86.23649274,26.5,0.1277,3,-0.1587,-5,-45,-0.1266,-0.4505,1.626,660000,-0.0165,-0.0113,2.2128
201811,94611,"oakland, ca",894,281,-140,88,94.167953,94.59092312,93.74498302,36.5,0.3519,9.5,-0.0135,-0.5,-35,-0.0534,-0.0712,2.0163,1375050,0.0895,0.1,4.6104
201811,94603,"oakland, ca",4769,2176,48,-1665,79.657302,97.42513121,61.88947206,32,-0.1579,-6,-0.2099,-8.5,-39.5,-0.1563,-0.4886,1.0976,480050,-0.0293,0.1913,1.6094
201811,94566,"pleasanton, ca",1308,832,-537,-211,88.579809,84.73602964,92.42358753,46,0.5333,16,0.0455,2,-25.5,-0.0126,-0.1355,1.9187,1392050,0.0338,-0.3525,4.6674
201811,94530,"el cerrito, ca",3965,1914,-243,-1197,81.299784,92.42976227,70.1698055,39,0.3929,11,0.0263,1,-32.5,-0.0194,-0.3028,1.2358,820050,-0.0482,-0.1173,2.7495
201811,94520,"concord, ca",2603,56,58,-35,97.900587,98.46866317,97.33251003,29.5,0.0351,1,0.2041,5,-42,0.0603,-0.2795,2.4309,486550,-0.006,-0.0241,1.6312
201811,94552,"castro valley, ca",8047,157,41,2201,95.896882,97.42513121,94.36863229,32,0.0847,2.5,-0.4622,-27.5,-39.5,-0.0193,0.1759,2.065,1109549.5,0.0023,-0.1106,3.7202
201811,94563,"orinda, ca",6671,1452,-973,1138,83.924051,79.0182155,88.82988577,50.5,0.5075,17,-0.1368,-8,-21,-0.0661,0.0816,1.7236,1822050,-0.0466,-0.1506,6.1092
201811,94579,"san leandro, ca",6449,402,-307,,92.834208,92.42976227,93.23865391,39,1.1667,21,-0.0602,-2.5,-32.5,-0.0722,-0.2907,1.9837,689050,-0.0014,0.0715,2.3102
201811,94087,"sunnyvale, ca",480,5186,-687,,65.047854,97.85736338,32.23834517,31,0.7222,13,0.6316,12,-40.5,-0.1224,-0.7171,0.6992,1944049.5,-0.027,0.0272,6.5182
201811,94561,"oakley, ca",2505,417,-15,-153,92.602655,98.04878049,87.15652979,30.5,-0.0615,-2,-0.1644,-6,-41,-0.1207,-0.3085,1.6585,564800,0.0176,0.1387,1.8936
201811,94533,"fairfield, ca",199,2021,-1076,-1851,80.654523,82.80950911,78.49953689,47.5,0.4844,15.5,0.6964,19.5,-24,-0.0851,-0.3606,1.3984,379475,-0.0271,-0.0453,1.2722
201811,94598,"walnut creek, ca",3784,530,-355,-383,91.57456,90.60203767,92.54708243,41,0.5185,14,0.1389,5,-30.5,-0.0558,-0.3876,1.9268,764549.5,-0.0384,-0.2211,2.5634
201811,94596,"walnut creek, ca",4700,666,-434,99,90.145107,96.87557888,83.41463415,33,0.2692,7,-0.175,-7,-38.5,-0.2025,-0.1525,1.5366,960050,-0.0366,-0.0281,3.2189
201810,94705,"berkeley, ca",7574,995,-517,-476,87.431578,91.48522078,83.37793456,36,0.5,12,0.3091,8.5,-32.5,-0.0198,-0.0704,1.5469,1899800,0.0269,0.0874,6.3537
201810,94563,"orinda, ca",6671,479,2001,1810,91.755869,93.57134169,89.94039655,33.5,-0.3679,-19.5,-0.3738,-20,-35,0.0413,0.1407,1.7734,1911050,-0.0174,-0.0664,6.3913
201810,94025,"menlo park, ca",1330,2817,-281,-1511,76.508332,95.44459312,57.57207152,31,0.4091,9,-0.0159,-0.5,-37.5,0.0231,-0.213,1.0391,2775050,0.1719,-0.1654,9.2809
201810,94579,"san leandro, ca",6449,95,514,,97.159713,99.87227831,94.44714755,18,-0.4857,-17,-0.493,-17.5,-50.5,0.1847,-0.2196,2.0547,690049,-0.0129,0.03,2.3077
201810,94611,"oakland, ca",894,141,181,95,96.207882,98.02335482,94.39240968,27,0.2273,5,0.0189,0.5,-41.5,0.2243,0.0234,2.0469,1262050,0.0974,-0.0059,4.2207
201810,94806,"san pablo, ca",573,631,359,486,90.396545,97.34825447,83.44483639,28.5,-0.0806,-2.5,0.1176,3,-40,0.0761,0.1716,1.5469,499050,0.0505,0.0572,1.6689
201810,94619,"oakland, ca",4588,480,1455,-231,91.749787,99.8357864,83.66378786,18.5,-0.4714,-16.5,-0.1591,-3.5,-50,0.2595,-0.1639,1.5547,675050,0.0401,0.0913,2.2575
201810,94043,"mountain view, ca",2380,5021,1072,-3758,66.007785,98.46125775,33.55431213,25.5,-0.0893,-2.5,0.6452,10,-43,0.15,-0.4177,0.7188,1544050,-0.0498,0.1764,5.1639
201810,94546,"castro valley, ca",1110,46,49,-10,98.403479,97.8287313,98.97822649,27.5,-0.0179,-0.5,0.0185,0.5,-41,0.2013,-0.251,2.7969,799938,0.0138,0.0587,2.6752
201810,94603,"oakland, ca",4769,2224,-1050,-1384,79.90208,89.21055833,70.59360175,38,0.1515,5,-0.013,-0.5,-30.5,-0.1209,-0.2857,1.25,494550,0.041,0.2409,1.6538
201810,94708,"berkeley, ca",8358,60,-57,-27,97.950371,97.8287313,98.0720107,27.5,1.75,17.5,0.7188,11.5,-41,-0.1632,0.0386,2.5234,1322050,0.0576,0.0228,4.4214
201810,94301,"palo alto, ca",5849,2674,-1344,-1501,77.368933,87.15484734,67.5830191,40,0.6667,16,0.0667,2.5,-28.5,-0.0556,-0.2113,1.1953,4488050,0.1226,-0.4352,15.01
201810,94618,"oakland, ca",6117,625,-34,132,90.439119,99.07553826,81.8027004,23.5,-0.0208,-0.5,-0.2034,-6,-45,-0.0103,-0.0254,1.5,1372050,-0.0823,0.0595,4.5886
201810,94706,"albany, ca",5769,182,64,,95.55711,98.46125775,92.65296193,25.5,-0.0192,-0.5,0.0408,1,-43,0.0466,-0.0818,1.9297,669550,-0.0422,-0.1621,2.2391
201810,94605,"oakland, ca",1418,1424,289,-1063,84.676438,91.48522078,77.867656,36,0.125,4,0.4118,10.5,-32.5,0.1125,-0.2193,1.3906,684050,-0.0215,0.1419,2.2876
201810,94553,"martinez, ca",700,217,23,-160,95.094879,94.25860601,95.93115193,32.5,-0.0152,-0.5,0.2745,7,-36,-0.0345,-0.1884,2.1875,649950,0.0654,0.085,2.1736
201810,94587,"union city, ca",338,2037,-450,-1658,80.929936,95.44459312,66.41527795,31,0.3478,8,0.1923,5,-37.5,-0.0132,-0.3392,1.1719,885050,-0.0155,0.0946,2.9599
201810,95050,"santa clara, ca",1758,6638,-1270,,58.636419,90.84053035,26.43230751,36.5,0.5208,12.5,0.6977,15,-32,-0.0795,-0.6932,0.6328,1184723,-0.0887,0.1134,3.9621
201810,94597,"walnut creek, ca",3891,1279,-506,-1227,85.561367,90.27490573,80.84782873,37,0.1212,4,0.3704,10,-31.5,-0.0693,-0.5228,1.4688,797050,-0.0546,-0.0327,2.6656
201810,94588,"pleasanton, ca",3268,1065,-288,-747,86.996716,90.84053035,83.15290111,36.5,0.2167,6.5,0.1231,4,-32,0.026,-0.2622,1.5391,1149550,0.0191,0.0148,3.8445
201810,94577,"san leandro, ca",943,244,81,-152,94.702591,99.07553826,90.3296436,23.5,0.0682,1.5,-0.1455,-4,-45,0.0701,-0.2888,1.7891,671050,-0.0387,0.0182,2.2441
201810,94507,"alamo, ca",7738,466,1217,1339,91.898796,87.15484734,96.64274419,40,-0.2308,-12,-0.3043,-17.5,-28.5,0.0278,0.0609,2.3125,2299500,0.022,-0.0318,7.6905
201810,94583,"san ramon, ca",2435,77,24,-63,97.646272,98.771439,96.52110449,24.5,-0.0577,-1.5,0.1395,3,-44,0.0426,-0.2423,2.2969,995050,0.0205,0.1062,3.3278
201810,94544,"hayward, ca",242,556,-38,-484,91.035154,96.25349714,85.81681061,30,0.1538,4,0.1111,3,-38.5,0.0248,-0.3858,1.6172,649547.5,-0.0434,0.0962,2.1722
201810,94565,"pittsburg, ca",75,673,41,-368,89.91911,95.04926408,84.78895511,31.5,0.0161,0.5,-0.0156,-0.5,-37,0.0253,-0.2368,1.5859,469525,0.001,0.1112,1.5702
201810,94607,"oakland, ca",3432,6623,-2363,-2281,58.712444,80.39167984,37.03320764,46,0.5862,17,0.4603,14.5,-22.5,-0.0755,0.0103,0.7656,699500,0.0362,0.0211,2.3393
201810,94608,"emeryville, ca",1753,3970,-88,-1836,70.900742,96.25349714,45.54798686,30,0.25,6,-0.0476,-1.5,-38.5,0.0278,-0.2128,0.8672,692050,-0.0455,0.011,2.3144
201810,94561,"oakley, ca",2505,402,68,15,92.549568,94.25860601,90.84053035,32.5,0.0833,2.5,-0.0845,-3,-36,0.0741,-0.1343,1.8125,555050,-0.0074,0.1105,1.8562
201810,95126,"san jose, ca",1777,3194,-1173,,74.680696,99.78713052,49.57426104,19,-0.2083,-5,-0.1915,-4.5,-49.5,-0.169,-0.553,0.9219,1108050,-0.061,0.2325,3.7057
201810,94566,"pleasanton, ca",1308,295,628,45,93.978835,96.25349714,91.70417224,30,-0.1667,-6,-0.1549,-5.5,-38.5,0.1832,-0.1787,1.8672,1346550,0.0528,-0.2303,4.5033
201810,94517,"clayton, ca",8461,201,369,,95.310789,94.25860601,96.36297287,32.5,-0.1667,-6.5,0,0,-36,0.0741,-0.1471,2.2656,848550,0.0892,-0.0509,2.8378
201810,94602,"oakland, ca",2916,572,-460,-88,90.877022,97.11105705,84.64298747,29,0.6111,11,-0.0492,-1.5,-39.5,-0.1944,-0.1057,1.5859,737550,0.0118,-0.0167,2.4666
201810,94598,"walnut creek, ca",3784,175,-38,-97,95.611848,98.02335482,93.20034059,27,0.4211,8,-0.069,-2,-41.5,0.0203,-0.3216,1.9609,795050,-0.1533,-0.2425,2.6589
201810,94513,"brentwood, ca",584,586,-237,314,90.77971,90.27490573,91.28451527,37,0.0571,2,-0.1868,-8.5,-31.5,-0.0923,-0.1511,1.8438,674550,0.0067,0.0144,2.2559
201810,94530,"el cerrito, ca",3965,1671,77,-696,83.043425,97.60977983,68.47707092,28,0,0,-0.0968,-3,-40.5,0.0197,-0.1711,1.2109,861550,-0.0309,-0.0676,2.8813
201810,94609,"oakland, ca",4363,1447,-235,131,84.481815,99.66549082,69.29813891,20.5,0.2813,4.5,0.2424,4,-48,-0.0309,0.068,1.2266,849050,0,0.0298,2.8395
201810,94703,"berkeley, ca",4811,1075,989,,86.926773,98.02335482,75.83019097,27,0.8,12,0.0189,0.5,-41.5,0.2536,-0.1916,1.3516,1067550,0.0729,0.2151,3.5702
201810,94521,"concord, ca",1439,1145,-744,-975,86.494952,87.15484734,85.83505656,40,0.3793,11,0.3115,9.5,-28.5,-0.0505,-0.3123,1.6172,640049.5,-0.0139,-0.0228,2.1405
201810,94523,"pleasant hill, ca",2019,231,-5,-221,94.845518,94.25860601,95.43242914,32.5,0.1207,3.5,0.5116,11,-36,0.0873,-0.4017,2.1406,751050,0.0288,0.0729,2.5117
201810,94549,"lafayette, ca",3882,218,579,206,95.094879,94.66001703,95.52974091,32,-0.2195,-9,-0.1579,-6,-36.5,0.127,-0.0803,2.1484,1711550,-0.0185,0.2917,5.7241
201810,94518,"concord, ca",3998,524,315,-409,91.348376,94.66001703,88.03673519,32,-0.0857,-3,0.1852,5,-36.5,0.0743,-0.2742,1.6953,648994,-0.0386,0.115,2.1704
201810,94606,"oakland, ca",1717,1739,-1010,,82.657219,97.34825447,67.96618416,28.5,0.2955,6.5,-0.0656,-2,-40,-0.1538,-0.1098,1.2031,615049.5,0.0267,-0.1022,2.0569
201810,94022,"los altos, ca",6036,1376,988,3127,85.01703,89.21055833,80.82350079,38,-0.05,-2,-0.3821,-23.5,-30.5,0.1605,0.2617,1.4688,5647050,0.0695,-0.0545,18.8863
201810,94545,"hayward, ca",4571,1031,212,-827,87.203503,97.34825447,77.05875198,28.5,-0.05,-1.5,0.1875,4.5,-40,0.0233,-0.3098,1.375,679550,-0.0223,-0.0496,2.2726
201810,94519,"concord, ca",6594,1378,-598,-881,85.004866,88.71183554,81.29789563,38.5,0.2031,6.5,0.0267,1,-30,-0.0404,-0.2937,1.4844,588938.5,0.0155,0.0516,1.9695
201810,94582,"san ramon, ca",2023,894,282,-734,88.164457,90.84053035,85.48838341,36.5,0.2167,6.5,0.3519,9.5,-32,0.1839,-0.2536,1.6094,1297047.5,0.0173,0.1176,4.3378
201810,94508,"angwin, ca",16403,14782,552,980,14.310911,19.17041722,9.451404939,107,-0.0696,-8,-0.2914,-44,38.5,-0.0714,0.2093,0.4063,959050,0,-0.4392,3.2074
201810,94306,"palo alto, ca",3515,1028,-116,-815,87.243036,99.73239265,74.7536796,19.5,-0.35,-10.5,0.3,4.5,-49,-0.086,-0.2946,1.3281,2565050,-0.1056,-0.0949,8.5786
201810,94086,"sunnyvale, ca",635,5494,163,,63.924705,99.47694928,28.37246077,22,0.2222,4,0.1892,3.5,-46.5,0.0244,-0.6233,0.6563,1618050,0.0866,0.1776,5.4114
201810,94580,"san lorenzo, ca",4927,1693,710,-1609,82.936991,93.92409683,71.94988444,33,-0.1081,-4,0.4348,10,-35.5,0.0724,-0.436,1.2734,653550,0.0054,0.082,2.1856
201810,94610,"oakland, ca",1626,593,761,-543,90.728014,99.93309816,81.52292908,17,-0.1905,-4,-0.15,-3,-51.5,0.2089,-0.3738,1.4922,798984,0.1253,-0.0962,2.672
201810,94805,"richmond, ca",7943,1699,23,-1213,82.894417,99.60467096,66.18416251,21,-0.125,-3,0.1667,3,-47.5,0,-0.2683,1.1719,630050,0,0.3138,2.107
201810,94552,"castro valley, ca",8047,198,-154,182,95.347281,96.68531809,94.00924462,29.5,0.4048,8.5,-0.1571,-5.5,-39,-0.1591,-0.0547,2.0234,1107050,-0.0107,-0.0989,3.7023
201810,95051,"santa clara, ca",416,4916,-1308,-4704,66.439606,99.21542391,33.66378786,23,0.4375,7,0.0222,0.5,-45.5,-0.1636,-0.6305,0.7188,1359050,0.0067,0.1984,4.5452
201810,94303,"palo alto, ca",2385,3173,196,-2564,74.768885,96.25349714,53.28427199,30,0,0,0.1538,4,-38.5,0.0246,-0.3812,0.9766,1198050,0.0891,-0.0377,4.0067
201810,94578,"san leandro, ca",1838,1008,-613,-904,87.382922,92.71378178,82.05206179,34.5,0.725,14.5,0.1897,5.5,-34,-0.0539,-0.429,1.5078,634550,-0.0223,0.0317,2.1221
201810,94595,"walnut creek, ca",4345,336,217,981,93.50444,98.18756842,88.82131128,26.5,-0.1719,-5.5,-0.2206,-7.5,-42,0.0138,0.2701,1.7266,642050,0.079,0.2789,2.1472
201810,94803,"el sobrante, ca",4742,1121,-549,-1013,86.653084,93.57134169,79.73482545,33.5,0.2885,7.5,0.5952,12.5,-35,-0.0707,-0.3235,1.4375,598975,-0.0772,0.0344,2.0031
201810,94087,"sunnyvale, ca",480,4499,-53,,68.446661,99.87227831,37.02104367,18,-0.3333,-9,0.3333,4.5,-50.5,-0.0392,-0.5545,0.7656,1998050,0.005,0.1499,6.6823
201810,94509,"antioch, ca",384,840,-394,-753,88.574991,94.66001703,82.48996472,32,0.3333,8,0.3333,8,-36.5,-0.049,-0.3379,1.5156,405050,-0.0311,-0.0086,1.3545
201810,94568,"dublin, ca",1043,588,-73,-518,90.770588,98.02335482,83.51782022,27,-0.1,-3,0.3171,6.5,-41.5,-0.066,-0.3101,1.5469,905315.5,-0.0051,3.00E-04,3.0276
201810,95468,"point arena, ca",21257,13459,-2247,,22.792239,22.55200097,23.0324778,101,0.3649,27,-0.386,-63.5,32.5,-0.1364,0.1875,0.5938,880040,0.0115,0.1355,2.9431
201810,94520,"concord, ca",2603,114,449,94,96.670113,97.34825447,95.99197178,28.5,-0.2297,-8.5,-0.1618,-5.5,-40,0.1463,-0.2295,2.2031,489500,-0.0191,0.1124,1.637
201810,95128,"san jose, ca",2246,6243,-591,,60.464055,95.88857803,25.0395329,30.5,0.2708,6.5,-0.0469,-1.5,-38,-0.0595,-0.5842,0.6172,1149550,4.00E-04,0.0743,3.8445
201810,95129,"san jose, ca",1950,6278,-106,,60.327211,99.36139156,21.29303005,22.5,-0.1346,-3.5,0.3235,5.5,-46,-0.0641,-0.7559,0.5703,1669050,-0.0463,0.0533,5.5819
201810,94541,"hayward, ca",334,686,920,-424,89.788347,99.21542391,80.36126992,23,-0.2813,-9,-0.3134,-10.5,-45.5,0.1341,-0.3695,1.4531,705025,0.0862,0.1326,2.3578
201810,94526,"danville, ca",2987,476,-17,-256,91.783238,89.6727892,93.8936869,37.5,0.0417,1.5,0.1029,3.5,-31,0.028,-0.2678,2.0078,1325050,-0.0178,-0.1089,4.4314
201810,94621,"oakland, ca",4713,2570,-1210,-1790,77.928476,88.71183554,67.14511617,38.5,0.2833,8.5,0.1846,6,-30,-0.0952,-0.2512,1.1875,400025,-1.00E-04,0.0152,1.3377
201810,94804,"richmond, ca",1901,1676,461,-440,83.022138,99.7141467,66.33013015,20,-0.2857,-8,-0.0476,-1,-48.5,0.0563,-0.0625,1.1719,520000,0.0399,0.1818,1.739
